name
200236
200236
200236
200236
200236
200249
200249
200249
200249
200249
200249
201082
201082
201082
201082
201082
201082
201082
201082
200028
200028
200028
200028
200028
200028
200028
200028
200028
200028
200028
200028
200028
200737
200737
200737
200864
200864
200864
200864
200864
200864
200886
200886
200913
200913
200913
200913
200913
200913
200948
200948
NC01171
NC01171
NC01314
NC01380
NC01380
200031
200031
200031
200045
200045
200045
200045
200116
200116
200116
200116
200116
200116
200116
200116
200116
200116
200430
200430
200430
200521
200521
200902
200902
200902
200902
200902
201060
201060
201060
201060
201060
201060
201060
201060
201060
200194
200423
NC01384
NC01384
NC01384
NC01384
NC01384
NC01389
NC01389
NC01394
NC01394
NC01394
NC01394
NC01394
NC01394
NC01395
NC01395
NC01395
NC01395
NC01395
NC01400
NC01400
NC01401
NC01401
NC01401
NC01401
NC01401
NC01467
200376
200376
200376
200376
200376
200376
200424
200424
200424
200424
200424
200424
200424
200445
200445
200445
200476
200476
200479
200479
200479
200479
200489
200489
200489
200489
200489
200650
200650
201078
201089
201089
201089
201089
201089
201089
201089
201089
201164
201164
201168
201168
201168
NC01396
200353
200353
200353
200353
200353
200353
200353
200353
201105
201105
201105
201105
201105
201105
201105
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
201193
200001A
200001A
200001A
200001A
NC210913_06
NC210913_06
NC210913_06
NC210913_06
USU201
USU201
USU201
USU207
USU207
USU207
USU207
USU207
USU207
USU207
USU207
USU207
USU207
USU213
USU213
USU213
USU213
USU213
200551
200551
200551
200551
200551
200551
NC01002
NC01009
NC01009
NC01009
NC01009
NC01024
NC01024
NC01024
NC01029
NC01029
NC01029
NC01029
NC01029
NC01029
NC01136
NC01136
NC01136
NC01430
NC01437A
NC01437A
NC01437A
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01437B
NC01451
NC01451
NC01451
NC01451
NC01452
NC01452
NC01452
200109
200109
200109
200109
200109
200109
200109
200109
200109
200109
200109
NC01012
NC01020
NC01031
NC01041
NC01046
NC01046
NC01047
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_02
NC210913_03
NC210913_04
200699
NC01027
NC01027
NC01027
NC01063
NC01063
NC01063
NC01063
NC01063
NC01063
NC01063
NC01063
NC210913_05
NC210913_05
NC210913_05
NC210913_05
NC210913_05
NC210913_05
NC210913_05
NC210913_07
NC210913_07
NC210913_07
NC210913_07
NC210913_07
NC210913_08
NC210913_08
NC210913_08
NC210913_08
NC210913_08
NC210913_08
NC210913_08
NC210913_08
NC210913_09
NC210913_09
NC210913_10
NC210913_10
NC210913_10
NC210913_10
6082021
6082021
Heroin051721-1
Heroin051721-1
Heroin051721-1
Heroin051721-1
Heroin051721-1
Heroin060721-2
